mentions_count,tone_avg,tone_std,source_index,person_index
18,-1.595,0.066,7,5
18,-1.625,0.000,5,2
15,-2.312,3.729,0,17
14,1.694,0.000,13,20
13,0.928,1.471,5,3
13,-2.243,0.280,12,4
12,0.254,0.000,0,23
12,-5.333,0.000,5,0
12,-5.340,0.007,0,0
12,-5.284,0.022,3,0
11,0.742,0.936,3,3
10,-0.356,1.692,13,25
10,-1.410,0.004,0,11
9,-4.941,1.029,3,1
9,-1.625,0.000,0,2
9,-1.625,0.000,3,2
8,-0.185,0.198,5,7
8,-0.366,0.005,0,7
8,-0.370,0.000,3,7
8,-1.849,1.282,12,6
8,-5.333,0.000,5,1
8,-5.340,0.008,0,1
8,-6.053,0.000,2,1
8,-3.800,0.392,3,9
8,-2.817,0.000,2,16
8,-6.053,0.000,2,0
7,-1.745,0.085,3,10
7,-1.104,0.005,12,5
7,-4.104,2.076,1,1
7,-1.727,2.990,5,1
7,-1.729,2.993,0,1
7,-1.478,3.351,3,1
7,-3.785,0.277,5,9
6,-0.185,0.203,5,13
6,-0.366,0.005,0,13
6,-0.370,0.000,3,13
6,-1.511,0.002,10,5
6,-5.159,0.000,5,8
6,-5.169,0.011,0,8
6,-5.169,0.011,3,8
6,-5.319,0.000,1,0
6,-1.595,0.070,7,14
6,0.000,0.000,0,24
6,-1.551,0.705,3,12
5,-1.477,0.825,1,10
5,-1.786,0.086,5,10
5,-3.313,0.851,5,6
5,-3.294,0.833,0,6
5,-3.305,0.844,3,6
5,-1.414,0.000,5,11
5,-1.414,0.000,3,11
5,0.687,0.000,12,19
5,0.831,0.000,3,24
5,-1.734,0.611,5,12
5,-1.734,0.610,0,12
5,-3.930,0.000,13,4
5,-3.924,0.000,11,4
4,-2.198,0.000,3,16
4,-0.507,0.001,0,3
4,-2.603,0.005,5,22
4,-2.820,0.093,0,22
4,-2.611,0.005,3,22
4,-5.333,0.000,5,15
4,-5.340,0.008,0,15
4,-5.284,0.024,3,15
4,-1.439,0.000,5,26
4,-1.439,0.000,3,26
4,-2.725,0.000,2,27
4,-3.213,0.015,5,18
4,-3.252,0.000,0,18
4,-3.200,0.000,3,18
4,-3.407,0.000,9,4
3,-1.849,0.000,0,10
3,-1.124,0.000,14,5
3,-3.686,0.000,1,9
3,-3.680,0.000,0,9
3,-5.118,0.000,1,8
3,2.740,1.041,6,3
3,0.453,0.549,2,3
3,0.529,0.000,5,19
3,-1.533,4.705,8,19
3,0.528,0.000,3,19
3,-1.555,0.788,1,12
3,-5.012,0.000,10,4
3,-5.012,0.000,7,4
2,-1.418,0.000,9,21
2,-1.327,0.000,10,21
2,-1.193,0.000,8,21
2,-1.248,0.000,13,21
2,-1.425,0.000,14,21
2,-1.248,0.000,11,21
2,-1.327,0.000,7,21
2,-0.781,0.000,5,16
2,-0.787,0.000,0,16
2,-0.563,0.000,11,3
2,-5.319,0.000,1,15
2,-6.053,0.000,2,15
2,-1.439,0.000,0,26
2,-1.015,0.000,5,14
2,-1.511,0.003,10,14
2,-1.103,0.006,12,14
2,-1.018,0.000,3,14
2,-9.565,0.000,5,27
2,-9.649,0.000,0,27
2,-9.483,0.000,3,27
2,-3.306,0.000,1,18
2,-1.726,0.810,1,4
1,0.361,,1,6
1,0.364,,10,6
1,-0.181,,8,6
1,0.364,,7,6
1,-1.822,,12,25
1,-6.965,,8,1
1,-1.020,,0,14
1,-1.124,,14,14
1,-4.762,,8,12
