mentions_count,tone_avg,tone_std,source_index,person_index
30,1.849,0.743,5,1
27,1.368,0.909,3,1
26,-2.188,0.069,3,5
21,-5.755,0.674,0,2
20,-3.632,0.000,2,8
19,0.712,0.346,5,10
17,-5.923,0.610,5,2
17,-5.590,0.634,3,2
17,-1.731,3.278,0,13
16,-2.061,0.363,3,3
16,-0.849,0.131,12,11
15,-1.045,0.716,7,9
15,-3.315,0.726,0,0
15,-2.349,0.069,7,15
14,-2.466,0.000,7,17
14,-2.263,0.081,5,3
12,-4.909,1.623,2,4
12,-2.349,0.070,7,21
12,-2.473,0.004,7,19
11,-4.990,1.691,3,0
10,-2.520,0.723,3,7
10,-0.639,0.109,3,20
10,-0.690,0.594,2,3
9,-5.464,1.581,5,0
9,-4.712,5.693,5,6
9,1.484,0.000,7,29
8,-2.950,0.071,0,7
8,-0.624,0.000,12,27
8,-2.059,0.378,0,3
7,-5.164,1.711,6,0
7,-6.417,0.000,13,0
7,-6.411,0.000,11,0
7,0.202,0.000,12,26
6,-3.208,0.864,0,4
6,-4.193,5.205,3,6
5,-1.330,0.914,3,12
5,-0.222,1.027,2,1
5,-4.368,0.946,1,0
5,-5.752,0.753,0,16
5,1.536,0.825,5,28
5,-10.249,0.000,5,25
5,-9.917,0.000,0,25
5,-0.535,0.000,8,22
4,-1.132,1.308,5,12
4,-1.691,0.900,1,14
4,-3.161,0.996,0,18
4,-2.990,0.903,3,18
4,-0.258,0.000,8,9
4,-2.866,0.000,1,7
4,-2.683,0.000,5,7
4,-5.882,0.000,2,2
4,-4.292,2.311,8,6
4,-5.039,6.479,0,6
4,-5.932,0.703,5,16
4,-5.575,0.729,3,16
4,-2.263,0.090,5,24
4,-2.194,0.002,3,24
4,-4.623,0.240,12,23
3,-1.105,1.096,0,12
3,-1.894,0.000,5,14
3,-2.068,0.000,0,14
3,-2.703,0.000,12,14
3,-2.144,0.000,3,14
3,-2.605,1.100,5,18
3,-3.945,0.000,1,4
3,-3.835,0.000,6,4
3,-3.641,0.351,3,4
3,2.133,0.000,0,28
3,-5.447,0.000,8,23
3,1.630,0.000,1,5
3,-2.053,0.000,6,3
3,-2.836,0.573,12,3
3,-0.735,0.000,9,22
3,-0.741,0.000,14,22
2,-2.840,2.391,2,12
2,-0.654,0.000,9,9
2,-3.842,0.000,5,4
2,-6.417,0.000,13,4
2,-6.411,0.000,11,4
2,-6.073,1.829,14,0
2,-5.261,2.279,7,0
2,-2.642,0.000,2,6
2,-4.385,0.507,12,6
2,-2.183,0.007,8,26
2,-2.466,0.000,7,8
2,-2.192,0.000,0,24
2,-4.146,2.048,7,23
2,-0.263,0.000,1,20
2,-0.916,0.000,1,3
2,-2.299,0.000,14,11
2,0.000,0.000,7,11
1,-0.916,,1,12
1,-2.053,,6,12
1,-2.446,,12,12
1,-4.348,,7,12
1,-2.246,,1,18
1,-7.183,,9,4
1,-7.183,,9,0
1,-5.801,,8,0
1,-3.810,,2,0
1,0.460,,7,27
1,-1.154,,9,26
1,-5.882,,2,16
1,-0.541,,7,28
1,2.133,,0,10
1,-4.730,,1,23
