mentions_count,tone_avg,tone_std,source_index,person_index
14,-3.446,0.307,2,11
13,2.891,0.686,13,4
12,-0.436,0.041,7,14
11,-1.477,1.718,0,0
10,-2.715,0.189,0,6
10,-0.214,0.112,5,3
10,-0.221,0.121,0,3
10,-0.391,0.178,3,3
10,0.588,2.801,0,17
10,-0.075,1.433,3,1
9,-1.464,1.649,0,2
8,-1.865,1.659,5,0
8,-2.068,1.874,3,0
8,-1.978,0.008,5,8
8,0.142,1.682,5,1
7,3.172,0.000,13,28
7,-1.750,1.573,5,2
6,1.324,0.068,13,7
6,1.099,0.243,11,7
6,-3.446,0.981,1,5
6,1.283,0.130,9,9
6,-2.172,0.007,0,8
6,-2.165,0.000,3,8
6,-1.611,1.732,3,2
6,-0.310,0.000,10,1
6,0.731,0.566,0,1
5,2.998,0.000,1,16
5,2.373,0.452,2,16
5,-0.222,0.000,1,3
5,-2.702,0.802,2,5
5,-1.418,3.007,13,5
5,0.449,4.612,13,0
4,-2.318,2.318,10,7
4,-2.980,0.000,3,6
4,-5.511,0.220,13,24
4,-5.487,0.191,11,24
4,1.346,0.076,13,9
4,1.177,0.272,11,9
4,-0.214,0.123,5,10
4,-0.221,0.132,0,10
4,-0.391,0.195,3,10
4,-2.355,0.120,0,15
4,-3.751,0.003,5,13
4,-3.509,0.145,0,13
4,-3.471,0.078,3,13
4,-2.473,0.128,5,23
4,-1.934,0.019,3,23
4,-1.338,1.300,5,12
4,-1.369,1.331,0,12
4,-1.403,1.176,3,12
4,0.598,0.691,3,4
3,1.283,0.145,9,7
3,-3.224,2.618,7,7
3,-6.311,0.000,13,6
3,-9.053,0.000,12,6
3,-6.341,0.000,11,6
3,-1.145,0.254,3,5
3,1.283,0.145,9,25
3,0.741,0.642,0,4
3,-1.279,0.000,2,29
3,-1.110,0.000,12,2
3,1.283,0.145,9,1
3,-0.206,0.000,7,1
2,-1.131,0.334,5,5
2,1.330,0.000,14,9
2,-0.222,0.000,1,10
2,-2.653,0.000,1,15
2,-2.220,0.183,5,15
2,-2.353,0.017,3,15
2,1.346,0.094,13,25
2,1.177,0.333,11,25
2,1.315,0.190,9,4
2,-0.310,0.000,10,4
2,-0.263,0.000,2,4
2,1.177,0.333,11,4
2,-4.444,0.000,0,27
2,-0.613,0.000,2,27
2,-3.916,0.000,3,27
2,-1.062,0.000,5,29
2,-1.064,0.000,0,29
2,-2.461,0.035,5,26
2,-2.517,0.111,0,26
2,-2.414,0.004,3,26
2,-1.484,0.736,1,18
2,-1.000,0.007,10,18
2,-0.292,1.582,9,2
2,-2.017,0.000,2,2
2,0.587,4.365,13,2
2,-0.413,1.753,14,2
2,-2.415,0.000,5,22
2,-0.543,0.000,0,22
2,-2.304,0.000,3,22
2,-2.715,0.253,0,19
2,1.346,0.094,13,1
2,1.177,0.333,11,1
2,-0.147,0.000,0,20
2,-2.583,0.000,5,21
2,-3.261,0.368,0,21
2,-2.602,0.000,3,21
1,-6.422,,1,7
1,1.330,,14,7
1,-5.570,,10,6
1,-5.556,,7,6
1,-5.590,,9,5
1,-5.570,,10,5
1,-5.016,,8,5
1,-2.655,,0,5
1,-3.004,,14,5
1,-6.341,,11,5
1,-5.556,,7,5
1,-0.568,,7,9
1,-3.356,,1,0
1,-3.390,,9,0
1,-2.614,,10,0
1,-3.876,,8,0
1,-2.017,,2,0
1,-1.110,,12,0
1,-4.274,,14,0
1,-3.269,,11,0
1,-2.614,,7,0
1,1.330,,14,25
1,-0.222,,1,12
1,1.000,,5,4
1,-0.206,,7,4
1,-4.473,,5,27
1,-3.159,,2,26
1,-0.531,,9,18
1,-1.362,,8,18
1,-1.104,,13,18
1,-1.401,,14,18
1,-0.656,,11,18
1,0.763,,8,2
1,-3.269,,11,2
1,-1.942,,1,22
1,0.461,,6,22
1,-5.590,,9,19
1,-5.570,,10,19
1,-5.016,,8,19
1,-6.311,,13,19
1,-6.341,,11,19
1,-5.556,,7,19
1,-2.980,,3,19
1,1.330,,14,1
1,-0.147,,5,20
1,-1.411,,9,20
1,-2.500,,13,20
1,-1.653,,14,20
1,-3.269,,11,20
1,-0.146,,3,20
1,-2.000,,6,21
1,-2.727,,2,21
