mentions_count,tone_avg,tone_std,source_index,person_index
35,-3.741,3.487,3,1
30,-2.220,3.475,0,8
28,-2.373,2.522,7,3
28,-2.373,2.522,7,4
26,-2.712,3.319,3,0
24,-3.504,2.547,5,0
24,-2.286,1.384,5,11
22,1.920,0.640,3,2
18,1.461,0.111,3,17
17,-2.332,1.796,5,1
17,-1.151,0.183,5,5
17,-7.349,0.516,1,6
17,-3.165,1.542,3,7
16,1.461,0.111,3,20
14,0.637,0.000,3,24
14,0.784,2.175,6,0
13,-5.453,3.482,5,7
12,0.653,0.828,3,18
12,-2.728,0.000,7,26
12,-1.123,0.437,7,29
11,-2.641,0.000,5,10
11,-0.207,2.436,12,0
11,-3.200,3.786,10,3
11,-3.200,3.786,10,4
11,-3.982,3.468,3,25
8,2.110,0.604,5,2
8,3.902,0.199,0,2
8,-7.869,0.344,5,12
8,-8.685,0.011,0,12
8,-8.211,0.009,3,12
8,-0.689,0.392,5,9
8,-0.343,0.645,3,9
8,-2.723,0.703,5,22
8,-2.310,0.215,3,22
8,-1.076,0.088,5,19
8,1.606,0.000,7,15
8,1.079,0.000,10,21
8,0.852,0.000,7,21
8,-0.710,0.101,3,13
7,-1.832,0.000,0,5
7,1.392,0.000,10,15
6,-0.097,0.182,3,14
6,-1.299,0.000,0,10
6,-4.538,0.000,1,0
6,-1.778,0.000,5,16
6,-0.690,0.001,0,16
6,-1.917,0.000,3,16
6,-6.347,3.120,5,6
6,-8.305,0.006,5,23
6,-8.000,0.024,0,23
6,-1.076,0.091,5,28
6,2.778,0.000,5,27
6,3.922,0.000,0,27
6,-0.772,0.003,5,13
5,3.204,0.000,6,2
5,0.657,1.165,0,18
5,1.449,0.000,7,0
5,-0.124,0.769,7,9
4,0.000,0.000,7,2
4,-3.021,0.000,0,1
4,0.287,0.173,5,14
4,0.608,0.702,0,14
4,-0.341,1.693,7,5
4,-8.000,0.026,0,6
4,-0.654,0.000,0,19
4,-0.660,0.000,3,19
4,1.058,0.000,9,15
4,0.305,0.001,0,13
3,-1.560,0.320,8,10
3,0.521,0.000,12,10
3,-0.770,0.000,3,5
3,-8.720,0.000,1,23
3,-0.654,0.000,0,28
3,-0.660,0.000,3,28
3,-1.290,0.000,5,25
3,1.671,0.000,1,13
2,-0.156,0.000,10,2
2,-0.445,0.717,1,1
2,0.165,0.000,1,14
2,-1.823,0.000,9,0
2,0.091,1.053,0,0
2,0.000,0.000,6,6
2,-10.222,0.000,3,6
2,0.000,0.000,8,9
2,0.443,0.000,0,9
2,1.449,0.000,7,13
1,0.000,,8,2
1,2.289,,12,2
1,0.000,,8,1
1,-1.445,,12,1
1,1.449,,7,1
1,-1.557,,9,14
1,-1.032,,6,14
1,-1.942,,2,14
1,0.219,,7,14
1,0.709,,9,10
1,1.580,,3,10
1,-1.942,,2,0
1,0.628,,1,9
1,2.289,,12,9
1,-2.249,,14,9
1,4.887,,12,19
