mentions_count,tone_avg,tone_std,source_index,person_index
24,-2.865,0.000,0,4
13,-2.315,1.307,5,0
13,-1.475,1.308,5,3
13,-2.689,4.441,0,15
10,-0.707,2.040,0,1
9,3.480,0.000,1,23
9,1.491,0.000,13,29
8,0.287,0.109,6,2
8,0.219,2.527,11,2
8,-2.424,1.208,0,0
8,-2.538,1.391,3,0
8,-8.560,0.000,6,13
8,0.000,0.000,0,3
7,-3.523,0.555,3,5
7,-2.473,3.170,13,0
7,-1.713,1.161,12,28
7,-1.487,2.246,3,1
6,0.665,0.000,5,2
6,-1.154,3.303,13,2
6,-2.361,0.276,0,9
6,-2.518,0.109,3,9
6,-1.220,2.359,3,12
6,-2.722,0.193,5,5
6,-2.687,0.290,0,5
6,-3.139,0.289,5,7
6,-1.400,0.011,0,10
6,-3.139,0.289,5,6
6,-3.139,0.289,5,1
6,-0.549,0.000,3,3
6,-2.036,0.001,10,24
5,-1.621,2.138,1,0
5,-0.840,2.138,1,1
4,1.048,0.580,0,14
4,1.296,0.595,3,14
4,-5.280,0.000,6,25
4,-2.737,0.018,5,12
4,-2.559,0.205,0,12
4,-4.494,0.000,1,5
4,-0.653,0.755,11,0
4,-1.294,0.000,13,11
4,-1.478,0.000,12,11
4,-1.532,0.000,11,11
4,-3.076,0.061,0,7
4,-3.283,0.221,3,7
4,-1.168,0.185,5,10
4,-1.105,0.341,3,10
4,-1.386,0.166,8,19
4,-3.076,0.061,0,6
4,-3.283,0.221,3,6
4,1.812,0.000,3,8
3,1.194,0.618,5,14
3,-2.491,0.000,5,9
3,-3.139,0.323,5,18
3,1.417,1.220,9,27
3,1.120,0.755,13,27
3,-2.496,2.556,0,13
3,0.621,0.000,13,8
3,-3.139,0.323,5,26
3,-2.026,0.000,7,24
2,-5.736,0.020,14,2
2,0.826,0.000,8,18
2,-3.076,0.075,0,18
2,-3.283,0.271,3,18
2,-2.361,0.357,0,25
2,-2.518,0.141,3,25
2,-3.025,0.000,2,13
2,-7.814,0.173,10,20
2,-7.814,0.173,7,20
2,-0.220,0.000,7,11
2,-3.182,0.000,1,7
2,-2.564,0.000,13,19
2,-1.548,0.000,14,19
2,-2.564,0.000,11,19
2,-3.182,0.000,1,6
2,-2.116,0.000,2,6
2,1.550,0.000,5,8
2,1.550,0.000,0,8
2,-0.308,0.000,10,1
2,-2.521,0.446,8,1
2,-0.493,0.000,13,1
2,-1.786,0.000,11,1
2,-0.307,0.000,7,1
2,-3.076,0.075,0,26
2,-3.283,0.271,3,26
2,-7.814,0.173,10,21
2,-7.814,0.173,7,21
2,-7.814,0.173,10,17
2,-7.500,0.000,12,17
2,-7.814,0.173,7,17
2,-7.814,0.173,10,22
2,-7.814,0.173,7,22
2,1.550,0.000,5,16
2,1.550,0.000,0,16
2,0.464,0.000,6,16
2,1.812,0.000,3,16
1,1.724,,9,2
1,-0.162,,3,2
1,0.990,,1,14
1,0.487,,6,14
1,-3.182,,1,18
1,-1.520,,2,18
1,2.174,,10,27
1,2.874,,14,27
1,2.353,,7,27
1,-2.491,,5,25
1,-0.308,,10,0
1,-2.206,,8,0
1,-2.116,,2,0
1,-0.307,,7,0
1,-7.500,,1,20
1,-9.055,,9,20
1,-6.977,,8,20
1,-6.540,,13,20
1,-7.500,,12,20
1,-7.879,,11,20
1,-2.116,,2,7
1,0.244,,13,28
1,-0.275,,11,28
1,-0.398,,1,19
1,0.990,,1,8
1,0.464,,6,8
1,1.203,,14,8
1,1.297,,11,8
1,-0.505,,12,1
1,-3.182,,1,26
1,-2.116,,2,26
1,-7.500,,1,21
1,-9.055,,9,21
1,-6.977,,8,21
1,-6.540,,13,21
1,-7.500,,12,21
1,-7.879,,11,21
1,-7.500,,1,17
1,-9.055,,9,17
1,-6.977,,8,17
1,-6.540,,13,17
1,-7.879,,11,17
1,-7.500,,1,22
1,-9.055,,9,22
1,-6.977,,8,22
1,-6.540,,13,22
1,-7.500,,12,22
1,-7.879,,11,22
1,0.990,,1,16
1,1.724,,9,16
1,0.976,,13,16
1,0.971,,11,16
