mentions_count,name
450,Billy Graham
353,Donald Trump
144,Stoneman Douglas
100,Hillary Clinton
93,Barack Obama
84,Robert Mueller
77,Nikolas Cruz
59,Jeff Sessions
54,Melania Trump
52,Jared Kushner
52,Marjory Stoneman Douglas
50,Mike Pence
50,David Hogg
49,Rick Scott
46,Jesus Christ
45,Lindsey Vonn
44,Sarah Huckabee Sanders
42,Dianne Feinstein
42,Franklin Graham
40,Stephen Colbert
37,John Key
33,Kim Yo Jong
33,Richard Nixon
33,Don Johnson
31,Nancy Pelosi
30,Marco Rubio
30,Vladimir Putin
29,Bill Clinton
