mentions_count,name
303,Donald Trump
124,Michael Cohen
104,John McCain
91,Paul Manafort
89,Hillary Clinton
86,Urban Meyer
82,Elon Musk
79,Lauryn Hill
77,Jeff Sessions
62,Pope Francis
61,Mollie Tibbetts
50,Tiger Woods
44,Robert Mueller
44,Fred Rogers
40,Serena Williams
39,Jeremy Dwyer-Lindgren
38,Mike Pompeo
38,Tom Perez
34,Barack Obama
33,Malcolm Turnbull
31,Brett Kavanaugh
31,Evan Vucci
30,Stormy Daniels
29,Karen Mcdougal
29,Leonard Bernstein
29,Scott Morrison
27,Duncan Hunter
27,Allen Weisselberg
