mentions_count,name
208,Donald Trump
87,Hillary Clinton
60,Kellyanne Conway
53,Peter Strzok
50,Chuck Todd
49,Jeff Sessions
38,Al Qaeda
36,Chris Hardwick
35,Barack Obama
30,Paul Ryan
22,Pope Francis
22,Paul Manafort
20,Robert Mueller
20,Melania Trump
20,Cambridge Analytica
20,Rudy Giuliani
19,Devin Nunes
18,Trey Gowdy
18,John McCain
17,Christopher Wren
17,Angela Merkel
16,Michael Horowitz
15,Gustavo Petro
15,Wendell Jr
15,James Comey
15,Bob Goodlatte
14,Thomas Jefferson
14,Jared Kushner
14,Mike Pompeo
