mentions_count,name
539,Donald Trump
326,Michael Cohen
190,Jeff Sessions
135,Paul Manafort
124,John McCain
114,Mollie Tibbetts
111,Hillary Clinton
104,Stormy Daniels
93,Steve Marcus
90,Kat Wade
89,Malcolm Turnbull
83,Robert Mueller
75,Scott Morrison
75,Duncan Hunter
74,Karen Mcdougal
71,Mike Pompeo
65,Leonard Bernstein
62,Barack Obama
60,Kat Wade Getty
55,Mario Tama Getty
53,Allen Weisselberg
52,Rudy Giuliani
51,Pope Francis
48,Papa John
48,John Locke
41,Brett Kavanaugh
40,Kyrsten Sinema
40,Kellyanne Conway
