mentions_count,name
234,Donald Trump
91,Lopez Obrador
43,Justice Anthony Kennedy
41,Vladimir Putin
30,Hillary Clinton
29,Barack Obama
26,John Milton
24,LeBron James
23,Sitting Bull
22,King Salman
21,Anthony Kennedy
20,Ricardo Anaya
20,Joe Crowley
20,Nancy Pelosi
19,Justin Trudeau
18,Jarrod Ramos
18,Maxine Waters
17,Lindsey Graham
17,Redoine Faid
17,Mitch Mcconnell
17,Chuck Todd
17,Mike Pompeo
16,Susan Collins
16,Angela Merkel
16,Neil Gorsuch
15,Kirsten Gillibrand
14,Pena Nieto
14,Andres Manuel Lopez Obrador
