mentions_count,name
528,Donald Trump
245,Eric Schneiderman
154,Barack Obama
126,Harvey Weinstein
120,Manning Barish
119,Hillary Clinton
114,Melania Trump
114,Don Blankenship
89,Rudy Giuliani
83,Gina Haspel
78,Stormy Daniels
72,John Kerry
71,Joe Manchin
68,Mike Pompeo
65,Hassan Rouhani
61,Robert Mueller
58,Benjamin Netanyahu
54,Michael Cohen
52,Roy Moore
52,Tai Chi
52,Tanya Selvaratnam
52,Andrew Cuomo
50,Michelle Manning Barish
50,Mitch Mcconnell
49,Mike Pence
48,Ronan Farrow
42,Jeff Sessions
41,Prince Harry
41,Evan Jenkins
