mentions_count,name
458,Donald Trump
190,Michael Flynn
140,Robert Mueller
119,Penny Marshall
114,Hillary Clinton
61,James Comey
57,Barack Obama
55,Michael Cohen
54,Laverne Shirley
51,Tucker Carlson
40,Nancy Pelosi
39,Emmet Sullivan
38,Barbara Underwood
36,Sergey Kislyak
36,Sarah Sanders
34,John McCain
34,Mike Pence
33,Les Moonves
33,José Mourinho
32,Joseph Facun
32,Betsy Devos
31,Martha Mcsally
29,Theresa May
29,Jamal Khashoggi
29,Sarah Huckabee Sanders
28,Vladimir Putin
28,Alan Smith
28,Elizabeth Warren
