mentions_count,name
354,Donald Trump
111,Jared Kushner
110,Prince Harry
95,Meghan Markle
81,Cambridge Analytica
75,John McCain
67,Barack Obama
63,Michael Cohen
59,Gina Haspel
53,Ivanka Trump
52,Benjamin Netanyahu
50,Hillary Clinton
47,Melania Trump
47,Kelly Sadler
45,Robert Jeffress
43,Raj Shah
41,David Friedman
40,Mike Pompeo
36,Stormy Daniels
35,Mark Zuckerberg
35,Meghan Mccain
33,Thomas Markle
33,Mitt Romney
31,Antonio Villaraigosa
30,Wilbur Ross
30,Steven Mnuchin
29,Eric Greitens
29,Harry Reid
