mentions_count,name
452,Donald Trump
407,Roseanne Barr
251,Valerie Jarrett
137,Barack Obama
105,Jeff Sessions
94,Kim Yong Chol
88,Hillary Clinton
84,Robert Mueller
83,Channing Dungey
75,Eric Greitens
75,Trey Gowdy
74,Michael Cohen
69,Bob Iger
67,Kim Gu
61,Harvey Weinstein
59,Arkady Babchenko
57,Chris Hayes
50,Mike Pompeo
49,George Soros
45,Marsha Blackburn
44,Antonio Villaraigosa
43,Nancy Pelosi
43,Phil Bredesen
40,Sarah Huckabee Sanders
37,Rudy Giuliani
36,John Woo
35,Gavin Newsom
35,Sarah Sanders
