mentions_count,name
378,Donald Trump
264,Nikolas Cruz
120,Rob Porter
81,Barack Obama
69,Hillary Clinton
67,John Key
64,Stormy Daniels
60,Jacob Zuma
53,Mitt Romney
50,Jeff Sessions
49,Cyril Ramaphosa
46,Christine Schuler Deschryver
41,Rex Tillerson
41,Paul Ryan
41,Marjory Stoneman Douglas
40,Vladimir Putin
39,Sarah Huckabee Sanders
37,Robert Runcie
37,David Shulkin
37,Stoneman Douglas
36,Mike Pence
35,Steve Bannon
35,Michael Cohen
35,Scott Baio
35,Jared Kushner
34,Rick Scott
33,Sergeant Barry
32,Mick Mulvaney
