mentions_count,name
411,Donald Trump
143,Hillary Clinton
116,Robert Mueller
116,Nikolas Cruz
110,Barack Obama
98,Stoneman Douglas
87,Mitt Romney
68,Bill Gates
61,Marjory Stoneman Douglas
49,Paul Manafort
45,Brittany Jackson
43,Rick Scott
41,Vladimir Putin
36,Benjamin Netanyahu
33,Jared Kushner
32,Rex Tillerson
31,Jeff Sessions
31,Bernie Sanders
30,Shantae Young
30,Desiree Rivera
30,Madelyn Brito
29,Sarah Huckabee Sanders
29,Simon Schuster
27,Gavin Newsom
27,Fred Rogers
27,Melania Trump
25,Marco Rubio
25,Max Fisher
