mentions_count,name
235,Donald Trump
61,Michael Cohen
53,Ryan Zinke
48,Mick Mulvaney
48,Barack Obama
41,Denise Williams
40,Reed Oconnor
38,Robert Mueller
37,Mike Williams
35,Theresa May
34,Nancy Pelosi
27,John Key
27,Hillary Clinton
26,Michael Flynn
23,Elizabeth Warren
22,Jakelin Caal Maquin
21,Mike Pence
21,Dartunorro Clark
21,Jamal Khashoggi
20,Dennis Romero
20,Ivanka Trump
20,Kelsey Berreth
18,James Comey
18,Harvey Weinstein
18,David Bernhardt
17,Mary Queen
16,Jeff Hullibarger
16,Bernie Sanders
