mentions_count,name
922,Donald Trump
306,Nancy Pelosi
256,Hillary Clinton
235,Barack Obama
217,Jeff Sessions
209,Ted Cruz
190,Chris Hayes
183,Andrew Gillum
176,Stacey Abrams
151,Brian Kemp
144,Robert Mueller
142,Ron Desantis
128,Roque Planas
124,Rick Scott
124,Scott Parker
105,Bill Nelson
103,Mike Dewine
101,Marsha Blackburn
97,Joe Donnelly
96,Claire Mccaskill
94,Tony Evers
94,Heidi Heitkamp
92,Richard Cordray
83,Brett Kavanaugh
78,Jim Acosta
77,Mike Braun
76,Sharice Davids
72,Barbara Comstock
69,Josh Hawley
