mentions_count,name
375,Donald Trump
359,Brett Kavanaugh
213,John McCain
153,Jeff Sessions
143,Colin Kaepernick
108,Barack Obama
98,Bob Woodward
92,Harvey Weinstein
90,Jon Kyl
86,Steve Bannon
65,Robert Mueller
65,Hillary Clinton
59,Ronan Farrow
57,David Lauter
56,Bill Clinton
51,Chuck Grassley
49,Jack Dorsey
49,Aretha Franklin
49,David Remnick
47,Edmund Sanders
45,Doug Ducey
43,Kamala Harris
43,Monica Lewinsky
43,Judy Garland
43,Shireen Al-Adeimi
42,Rahm Emanuel
42,Cindy Mccain
41,Chris Collins
