mentions_count,name
479,Donald Trump
310,John McCain
197,Jefferson Graham
192,Aretha Franklin
95,Hillary Clinton
88,Palos Verdes
82,Barack Obama
74,Jeff Sessions
72,Bill Clinton
72,Mike Pence
62,Robert Mueller
60,Paul Manafort
50,Harvey Weinstein
47,Heather Locklear
46,Ariana Grande
45,Ronan Farrow
44,Pope Francis
42,Jack Ryan
40,Michael Cohen
40,Andrew Gillum
35,Bruce Ohr
35,Notre Dame
32,Matt Kryger Indystar
32,Ted Cruz
29,Brett Kavanaugh
29,Kellyanne Conway
28,Ben Mutzabaugh
28,Bernie Sanders
