mentions_count,name
404,Donald Trump
130,Theresa May
93,David Davis
87,Justice Anthony Kennedy
79,Boris Johnson
74,Brett Kavanaugh
73,Amy Coney Barrett
69,Thomas Hardiman
68,Hillary Clinton
68,Raymond Kethledge
65,Barack Obama
62,Jim Jordan
56,Vladimir Putin
47,Mike Pompeo
47,Tab Hunter
46,Lopez Obrador
46,Neil Gorsuch
43,Scott Pruitt
42,Jennifer Harbury
42,Michael Cohen
36,Sacha Baron Cohen
34,Anthony Kennedy
33,Hailey Baldwin
32,Notre Dame
32,Perkins Coie
31,Elizabeth Warren
30,Prince Harry
29,Steve Bannon
