mentions_count,name
12650,Donald Trump
5806,Cambridge Analytica
2936,Hillary Clinton
2258,Barack Obama
2070,Stormy Daniels
2051,Vladimir Putin
1962,Robert Mueller
1787,Jeff Sessions
1600,Rex Tillerson
1206,Stoneman Douglas
1145,Mark Zuckerberg
1102,Jared Kushner
1074,Gary Cohn
1064,Andrew Mccabe
1034,Mike Pompeo
1014,Sergei Skripal
977,Rick Saccone
911,Sarah Huckabee Sanders
861,John Milton
857,Michael Cohen
847,James Comey
830,Paul Ryan
809,Nancy Pelosi
782,Harvey Weinstein
781,Theresa May
780,Mike Pence
759,Bill Clinton
703,John Key
