mentions_count,name
455,Donald Trump
310,Brett Kavanaugh
206,Burt Reynolds
139,Bob Woodward
89,John McCain
89,Mike Pompeo
88,Colin Kaepernick
86,Cory Booker
86,Marip Lu
78,Robert Mueller
76,Barack Obama
73,Jack Dorsey
72,Mike Pence
62,Jeff Sessions
60,Alex Jones
60,Kamala Harris
58,Hillary Clinton
46,John Kerry
44,Ayanna Pressley
43,Chuck Grassley
42,Sheryl Sandberg
38,Andrew Gillum
38,Bill Clinton
36,Jim Mattis
34,Vladimir Putin
34,Dianne Feinstein
34,Sarah Huckabee Sanders
32,Kirstjen Nielsen
