mentions_count,name
449,Donald Trump
288,Lopez Obrador
191,LeBron James
82,Andres Manuel Lopez Obrador
70,Michael Cohen
63,Barack Obama
57,Justice Anthony Kennedy
54,Mike Pompeo
54,Hillary Clinton
46,Harvey Weinstein
45,Vladimir Putin
44,Robert Mueller
41,Angela Merkel
37,John Milton
34,Ricardo Anaya
34,Neil Gorsuch
34,Susan Collins
32,Justin Trudeau
32,Michael Dell
30,Stormy Daniels
30,George Stephanopoulos
29,Melania Trump
27,Kirsten Gillibrand
26,Joe Crowley
25,Al Qaeda
25,Bernie Sanders
25,Timmy Kinner
