mentions_count,name
1365,John McCain
226,Donald Trump
148,Neil Simon
145,Barack Obama
108,Pope Francis
81,Michael Cohen
73,Hillary Clinton
60,Sarah Palin
53,Meghan Mccain
53,Paul Manafort
51,Jeff Flake
51,Jeff Sessions
50,Lindsey Graham
48,Mollie Tibbetts
45,Cindy Mccain
44,Saroyan Humphrey
43,Scott Tibbetts
41,Vladimir Putin
40,John Kerry
39,Joe Biden
36,Bill Clinton
35,Doug Ducey
33,Bec Rawlings
33,Alex Vardakostas
31,James Bond
31,John Sidney Mccain
30,Cardinal Mccarrick
30,Russ Feingold
30,Kelli Ward
