mentions_count,name
531,Donald Trump
283,Michael Cohen
179,Sean Hannity
177,James Comey
132,Hillary Clinton
103,Barack Obama
102,Stormy Daniels
86,Cambridge Analytica
84,Robert Mueller
73,Jerry Brown
62,Nikki Haley
56,Shinzō Abe
56,Kendrick Lamar
53,Mark Zuckerberg
49,Paul Ryan
47,Sarah Huckabee Sanders
46,Theresa May
42,Vladimir Putin
39,Kevin Johnson
38,Barbara Bush
38,Bashar Assad
37,Scott Pruitt
34,Harry Anderson
34,Bill Clinton
34,Keith Schiller
32,Jeff Sessions
31,Kimba Wood
31,Alex Jones
