mentions_count,name
156,Donald Trump
79,Stephon Clark
46,Carey Mae
44,Pope Francis
42,Barbara Lipska
40,Barack Obama
40,Jesus Christ
37,Cambridge Analytica
32,David Shulkin
32,Rios Montt
31,Hillary Clinton
28,Itzhak Perlman
26,"Martin Luther King, Jr."
25,David Hogg
24,Vladimir Putin
22,Robert Mueller
21,Prince Harry
21,Laura Ingraham
21,Martin Luther King
21,Scott Pruitt
20,Mark Zuckerberg
20,Matt Barnes
18,Rex Tillerson
17,Van Hulst
17,Jeff Sessions
16,Steven Spielberg
15,Ronny Jackson
15,Meghan Markle
