mentions_count,name
629,Melania Trump
594,Lady Melania
455,Donald Trump
267,Kim Jong
132,Paul Manafort
127,Ashley Day
108,Ben Mutzabaugh
107,Lady Gaga
96,Robert Mueller
94,Urban Meyer
91,David Guttenfelder
91,Ed Jones
90,Wong Maye
89,Jeremy Dwyer-Lindgren
79,Daryl Bjoraas
70,Hillary Clinton
67,Vladimir Putin
65,Papa John
64,Sarah Jeong
63,Sean Hannity
63,Wendy Pramik
62,Barack Obama
57,Brett Kavanaugh
53,Donald John Trumperic
53,Christopher Robin
52,Jeff Sessions
50,Noah Berger
46,Phil Bredesen
