mentions_count,name
631,Donald Trump
488,Vladimir Putin
266,Kim Jong
133,Hillary Clinton
121,Robert Mueller
105,Barack Obama
97,Stanley Cuprussian
97,Donald John Trumpiran
96,Maria Butina
92,Michael Mcfaul
91,David Guttenfelder
89,Wong Maye
84,Brett Kavanaugh
84,Ed Jones
79,Sarah Huckabee Sanders
76,Matthew Christopher
72,Papa John
71,Rodney White
69,Bill Browder
62,Tiger Woods
62,Sarah Sanders
61,Mark Zuckerberg
53,Mike Pompeo
50,Mike Trout
50,Elvis Presley
50,Dan Coats
50,Cambridge Analytica
38,Rory Mcilroy
