mentions_count,name
250,Donald Trump
174,Marjory Stoneman
169,Stoneman Douglas
159,Marjory Stoneman Douglas
112,Vladimir Putin
95,Tiger Woods
79,Michael Cohen
60,Rory Mcilroy
48,Sergio Marchionne
46,Samir Hussein
45,Hillary Clinton
44,Chris Jackson
43,Seattle Seahawks
39,Jordan Spieth
33,Malcolm Jenkins
32,Robert Mueller
32,Samir Hussein Wireimage
32,Kevin Kisner
32,Karen Mcdougal
31,Mike Pompeo
31,Sean Spicer
30,Jack Johnson
30,Nathan Papes
30,Robert Quinn
30,James Hunt
29,Rudy Giuliani
29,Brett Kavanaugh
29,Barack Obama
27,Mike Parson
