mentions_count,name
381,Donald Trump
130,Gina Haspel
117,Rudy Giuliani
116,Don Blankenship
109,Melania Trump
108,Stormy Daniels
91,Hillary Clinton
90,Michael Cohen
88,Barack Obama
78,Robert Mueller
61,John Kerry
60,Oliver North
53,Joe Manchin
43,Vladimir Putin
42,Warren Buffett
41,Roy Moore
39,Sarah Huckabee Sanders
39,Meghan Markle
39,Mike Pence
37,Patrick Morrisey
35,Sarah Sanders
35,Cambridge Analytica
35,Jeff Sessions
35,Prince Harry
34,Elaine Chao
34,Michelle Obama
33,Bill Clinton
32,Mitch Mcconnell
