mentions_count,name
440,Donald Trump
338,Manigault Newman
276,Kim Jong
168,Chris Mcgonigal
141,Paul Manafort
127,Tiger Woods
116,Hillary Clinton
91,Omarosa Manigault Newman
91,David Guttenfelder
90,John Key
90,Peter Strzok
89,Wong Maye
89,Ed Jones
74,John David Mercer
72,Brooks Koepka
69,Robert Mueller
54,Elon Musk
52,Trevor Hughes
52,Vladimir Putin
52,Elvis Presley
50,Kyle Terada
50,Nancy Pelosi
48,Richard Shotwell Invision
47,Papa John
45,John McCain
44,Justin Thomas
42,Omarosa Manigault
42,Barack Obama
