mentions_count,name
429,Donald Trump
422,Brett Kavanaugh
332,Christine Blasey Ford
171,Anita Hill
129,Elon Musk
115,Michael Che
107,Nick Akerman
96,Clarence Thomas
92,Colin Jost
88,Dianne Feinstein
84,Rachel Brosnahan
78,Hillary Clinton
75,Chuck Grassley
64,Paul Manafort
62,Barack Obama
58,Yusaku Maezawa
55,Glenn Weiss
53,Henry Winkler
51,Robert Mueller
50,Mike Pompeo
49,Susan Collins
46,Vladimir Putin
46,James Comey
45,Colin Kaepernick
42,Regina King
40,Amy Sherman-Palladino
40,John Kerry
40,Andrew Mccabe
