mentions_count,name
253,Donald Trump
136,Chuck Todd
95,Serena Williams
82,Barack Obama
75,Colin Kaepernick
68,Kellyanne Conway
49,Hillary Clinton
48,Bob Woodward
45,Carlos Ramos
44,Brett Kavanaugh
39,Ben Sasse
37,Jeff Sessions
35,Cynthia Nixon
34,Les Moonves
28,Botham Jean
27,Vladimir Putin
25,Boris Johnson
24,Max Müller
22,Mike Pence
22,Michael Cohen
22,Robert Mueller
20,Alex Jones
19,Michael Myers
19,Jerry Brown
19,Andrew Cuomo
18,George Papadopoulos
18,Pope Francis
18,Billie Jean King
17,Saquon Barkley
