mentions_count,name
373,Donald Trump
321,Harvey Weinstein
124,Morgan Freeman
100,Barack Obama
86,Hillary Clinton
67,Cambridge Analytica
64,Philip Roth
54,Mike Pompeo
49,Robert Mueller
42,Rose McGowan
41,Mike Pence
41,Kim Kye Gwan
40,Lori Mccreary
39,Vladimir Putin
37,Gavin Newsom
37,Michael Cohen
36,John Milton
36,John Woo
35,Lucia Evans
32,Columbus Nova
31,Benjamin Brafman
31,Mark Zuckerberg
30,Jack Johnson
28,Roman Reigns
26,Nancy Pelosi
26,Mark Warner
26,Meghan Markle
26,Antonio Villaraigosa
