mentions_count,name
11881,Donald Trump
3334,Cambridge Analytica
2985,Michael Cohen
2657,Hillary Clinton
2356,Barack Obama
2331,Mark Zuckerberg
2320,James Comey
2045,Robert Mueller
1784,Barbara Bush
1668,Scott Pruitt
1520,Stormy Daniels
1519,Mike Pompeo
1302,Paul Ryan
1183,Vladimir Putin
1043,Jeff Sessions
949,Bill Cosby
881,Sarah Huckabee Sanders
808,Ronny Jackson
736,"Martin Luther King, Jr."
720,Sean Hannity
716,Bashar Assad
693,Bill Clinton
653,Melania Trump
639,Jerry Brown
635,Mike Pence
611,John Milton
581,Nikki Haley
579,Prince Harry
