mentions_count,name
228,Donald Trump
64,Cambridge Analytica
58,Scott Pruitt
55,Barack Obama
30,Mark Zuckerberg
30,Joe Paterno
29,Hillary Clinton
27,Stormy Daniels
24,Vladimir Putin
23,Kirstjen Nielsen
23,Patrick Reed
23,"Martin Luther King, Jr."
23,Larry Kudlow
23,Sarah Huckabee Sanders
22,Tim Cook
22,Jeff Sessions
21,Stoneman Douglas
20,Doug Ducey
19,Conor Mcgregor
19,Steven Mnuchin
19,Sergei Skripal
18,Paul Manafort
18,Tiger Woods
18,Ted Kennedy
18,Robert Mueller
18,Ralph Norman
17,Gabby Giffords
17,Al Pacino
