mentions_count,name
505,Donald Trump
149,Ronny Jackson
113,Cambridge Analytica
102,Hillary Clinton
85,Barack Obama
78,Melania Trump
75,Debbie Lesko
66,Michael Cohen
60,Scott Pruitt
59,Meek Mill
57,James Comey
57,Barbara Bush
54,Kanye West
53,Mike Pompeo
51,Mick Mulvaney
51,Hiral Tipirneni
47,Kim Wall
46,Peter Madsen
46,Prince Harry
44,Jeff Sessions
43,Alek Minassian
43,Rupert Murdoch
41,Mark Zuckerberg
40,Sarah Huckabee Sanders
38,Pope Francis
36,Travis Reinking
36,Sarah Sanders
36,Robert Mueller
