mentions_count,name
14065,Donald Trump
5557,Vladimir Putin
2986,Melania Trump
2874,Hillary Clinton
2376,Brett Kavanaugh
2341,Lady Melania
2102,Barack Obama
2073,Robert Mueller
1901,Michael Cohen
1533,Theresa May
1383,Mike Pompeo
1147,Papa John
982,Lopez Obrador
922,Ivanka Trump
913,Jeff Sessions
877,Jeremy Dwyer-Lindgren
866,Kim Jong
845,Justice Anthony Kennedy
805,Scott Pruitt
801,Paul Ryan
766,Paul Manafort
761,Jim Jordan
696,Cambridge Analytica
695,Elon Musk
678,Stormy Daniels
668,LeBron James
660,Peter Strzok
645,Bill Clinton
