mentions_count,name
1041,Brett Kavanaugh
854,Christine Blasey Ford
422,Donald Trump
205,Rachel Mitchell
172,Julie Swetnick
153,Anita Hill
132,Deborah Ramirez
122,Blasey Ford
121,Michael Avenatti
106,Dianne Feinstein
101,Chuck Grassley
84,Clarence Thomas
76,Lindsey Graham
62,Mazie Hirono
51,Elon Musk
49,Mark Judge
48,Jeff Flake
46,Bill Cosby
42,Murphy Brown
42,Hillary Clinton
41,Stormy Daniels
39,Bill Clinton
38,Barack Obama
36,Robert Mueller
33,Kamala Harris
31,Ted Cruz
31,Colin Kaepernick
31,Susan Collins
