mentions_count,name
351,Donald Trump
146,Barbara Bush
135,Bill Clinton
135,Ronald Reagan
128,George Bush
110,Vladimir Putin
96,Michael Cohen
95,Jeb Bush
92,Lopez Obrador
73,Saddam Hussein
71,George Herbert Walker Bush
67,Barack Obama
62,Robert Mueller
62,Hillary Clinton
52,Kid Rock
48,Melania Trump
41,Angela Merkel
40,Michael Dukakis
36,Mikhail Gorbachev
36,Jamal Khashoggi
33,Richard Nixon
32,Amber Guyger
32,Willie Horton
31,Jonathan Allen
31,Andres Manuel Lopez Obrador
29,Dan Quayle
29,Botham Jean
28,Prescott Bush
28,Joy Behar
