mentions_count,name
228,Donald Trump
197,Vladimir Putin
108,Hillary Clinton
108,Tiger Woods
69,Jonathan Gold
59,Rory Mcilroy
57,Jordan Spieth
50,Robert Mueller
50,Maria Butina
42,Geoff Burke
42,Caruana Galizia
39,Barack Obama
37,Donald John Trumpschiff
36,Brad Mills
35,Francesco Molinari
34,Kevin Kisner
32,Aaron Judge
31,Tia Coleman
30,Jean Segura
29,Mike Trout
29,Xander Schauffele
29,Brett Kavanaugh
28,Ian Rutherford
28,Michael Cohen
27,Jeremy Dwyer-Lindgren
24,Tommy Gilligan
24,James Comey
24,Mike Pompeo
