mentions_count,name
523,Donald Trump
185,Tonya Harding
159,Barack Obama
140,Hillary Clinton
91,Eric Greitens
90,Michael Wolff
77,James Franco
76,Harvey Weinstein
60,Darrell Issa
52,Robert Mueller
47,Steve Bannon
47,Oprah Winfrey
46,Stephen Colbert
46,Monica Lewinsky
45,David Letterman
44,James Rosen
43,Joel Achenbach
39,Erna Solberg
39,Jeff Sessions
39,Sarah Huckabee Sanders
39,Lindsey Graham
38,Gisela Ortiz Perea
38,Barbara Nowacka
38,Julian Assange
36,Jerry Brown
35,Jeff Flake
35,Dianne Feinstein
