mentions_count,name
174,Donald Trump
91,Jamal Khashoggi
49,Hillary Clinton
43,Charlie Brown
37,Barack Obama
31,Nancy Pelosi
28,Theresa May
28,Paul Caneiro
27,John Allen Chau
26,Maggie Fox
25,Carlos Ghosn
24,Cecile Mclorin Salvant
24,Justice John Roberts
24,Alyssa Newcomb
23,Alastair Jamieson
22,Alice Mongkongllite Buzzfeed
22,Robert Mueller
21,Justice Roberts
20,Keith Caneiro
20,Ivanka Trump
19,Jerome Corsi
18,Mark Zuckerberg
18,Harry Potter
17,Amari Cooper
17,Roger Stone
16,James Comey
16,Dolce Gabbana
16,Julian Assange
