mentions_count,name
422,Donald Trump
278,Brett Kavanaugh
177,Nikki Haley
119,Jamal Khashoggi
113,Hillary Clinton
107,Christine Blasey Ford
94,Taylor Swift
86,Justice Kavanaugh
73,Mike Pompeo
72,Barack Obama
70,Susan Collins
68,Rick Scott
60,Kanye West
57,Justice Brett Kavanaugh
48,Ted Cruz
46,Jared Kushner
43,Bill Clinton
40,Vladimir Putin
39,Marsha Blackburn
38,Pope Francis
37,Lindsey Graham
35,Phil Bredesen
34,Ivanka Trump
33,Meng Hongwei
33,Andrew Gillum
32,Grace Meng
30,Lady Gaga
30,Mitch Mcconnell
29,Viktoria Marinova
