mentions_count,name
404,Donald Trump
124,Hillary Clinton
117,Stoneman Douglas
112,Billy Graham
108,Nikolas Cruz
103,Paul Manafort
96,Robert Mueller
87,Barack Obama
79,Wayne Lapierre
70,Mike Pence
69,Rick Scott
59,Eric Greitens
58,Jared Kushner
57,Scot Peterson
53,Marco Rubio
53,Ivanka Trump
51,Malcolm Turnbull
50,Amy Goodman
50,Dana Loesch
44,Harvey Weinstein
41,Vladimir Putin
35,Riviera Nayarit
34,Rex Tillerson
30,Andrew Ross Sorkin
29,Alina Zagitova
27,Marjory Stoneman Douglas
27,Bart Whitaker
25,Franklin Graham
