mentions_count,name
275,Cambridge Analytica
272,Andrew Mccabe
266,Donald Trump
163,James Comey
147,Jeff Sessions
134,Hillary Clinton
92,Robert Mueller
73,Vladimir Putin
52,Stormy Daniels
40,Barack Obama
38,Rex Tillerson
34,Gina Haspel
33,Terry Mcauliffe
31,John Ford
31,Sergei Skripal
31,Mike Pompeo
29,Michael Flynn
27,Sarah Huckabee Sanders
25,Theresa May
23,Aleksandr Kogan
23,Larry Kudlow
22,John Brennan
22,Christopher Wylie
21,Mike Pence
21,Lady Justice
21,Michael Cohen
20,John Key
19,Michael Horowitz
19,Nancy Pelosi
