mentions_count,name
685,Donald Trump
143,Sarah Huckabee Sanders
141,Maxine Waters
85,Barack Obama
81,Henry Mcmaster
70,Kirstjen Nielsen
70,Nancy Pelosi
65,Hillary Clinton
64,Justice John Roberts
62,Jimmy Fallon
61,Jeff Sessions
59,Sarah Sanders
56,Lauren Mowery
54,Justice Sonia Sotomayor
43,Ezra Klein
40,Paul Ryan
40,Mitt Romney
39,Bernie Sanders
39,Sean Spicer
36,John Warren
35,Chris Hayes
35,Michael Grimm
33,Larry Hagman
30,White Sox
30,Bill Clinton
30,Robert Mueller
30,David Lynch
29,Dan Donovan
