mentions_count,name
383,Donald Trump
308,Jimmy Kimmel
259,Frances McDormand
148,Gary Oldman
132,Harvey Weinstein
113,Jordan Peele
113,Allison Janney
103,Ryan Seacrest
98,Hillary Clinton
94,Tiffany Haddish
89,Winston Churchill
83,Mike Pence
79,Sally Hawkins
79,Meryl Streep
76,Helen Mirren
74,Ashley Judd
73,Forza Italia
71,Kevin Spacey
70,Emma Stone
69,Robert Mueller
66,Barack Obama
66,Maya Rudolph
65,Lupita Nyongo
62,Greta Gerwig
61,Benjamin Netanyahu
59,Warren Beatty
56,Sam Rockwell
56,Salma Hayek
55,Wilbur Ross
