mentions_count,name
473,Donald Trump
192,Cambridge Analytica
138,Scott Pruitt
97,Mark Zuckerberg
86,Barack Obama
74,Hillary Clinton
62,Robert Mueller
50,Sarah Huckabee Sanders
47,"Martin Luther King, Jr."
47,Stormy Daniels
45,Kirstjen Nielsen
38,Vladimir Putin
37,Sergei Skripal
37,Tiger Woods
36,Nasim Aghdam
35,Michael Cohen
33,Yulia Skripal
32,Stephon Clark
30,Ricky Vaughn
30,Saheed Vassell
28,Jerry Brown
27,David Hogg
26,Salman Khan
25,Larry Kudlow
25,Jeff Bezos
24,Martin Luther King
24,Jeff Sessions
24,Rex Tillerson
