mentions_count,name
197,Donald Trump
105,Barbara Bush
61,Michael Cohen
48,Hillary Clinton
47,Barack Obama
47,Verne Troyer
46,Travis Reinking
38,James Comey
37,Mitt Romney
35,Mike Pompeo
30,Steven Pladl
28,Cambridge Analytica
28,Robert Mueller
27,Scott Pruitt
23,Jeb Bush
21,Chuck Todd
21,Daniel Ortega
20,Williams Jensen
20,Bill Clinton
19,Melania Trump
18,Mike Kennedy
18,Mike Myers
18,Don Aaron
17,Olivia Newton-John
17,Mark Zuckerberg
16,Bashar al-Assad
15,Angela Merkel
15,Kellyanne Conway
15,Juliana Hatfield
