mentions_count,name
358,Brett Kavanaugh
335,Donald Trump
153,Christine Blasey Ford
126,Taylor Swift
104,Jamal Khashoggi
94,Susan Collins
88,Hillary Clinton
82,Marsha Blackburn
77,Phil Bredesen
74,Justice Kavanaugh
68,Jair Bolsonaro
65,Melania Trump
63,Mike Pompeo
61,Barack Obama
48,Meng Hongwei
45,Joe Manchin
44,Rick Scott
40,Bill Clinton
40,Andrew Cuomo
35,Heidi Heitkamp
35,Jim Cooper
34,Cambridge Analytica
34,Leonard Cohen
34,Lil Wayne
32,Paul Doumer
32,Fernando Haddad
30,Gavin Newsom
28,William Nordhaus
