mentions_count,name
335,Brett Kavanaugh
187,Christine Blasey Ford
158,Donald Trump
105,Jeff Flake
60,Lindsey Graham
56,Kanye West
52,Julie Swetnick
51,Dianne Feinstein
51,Elon Musk
49,Deborah Ramirez
37,Michael Avenatti
36,Hillary Clinton
35,Matt Damon
33,Kellyanne Conway
28,Amy Klobuchar
28,Blasey Ford
26,Barack Obama
25,Joe Manchin
24,Otis Rush
22,Adam Laxalt
19,Robert Redford
19,Sutopo Purwo Nugroho
19,Susan Collins
18,Sarah Palin
18,Lisa Murkowski
17,Nittany Lions
16,Jerry Brown
16,Bill Clinton
