mentions_count,name
416,Brett Kavanaugh
225,Donald Trump
144,Christine Blasey Ford
108,Susan Collins
104,Justice Kavanaugh
83,Chuck Todd
70,Jamal Khashoggi
54,Lindsey Graham
53,Meng Hongwei
49,Joe Manchin
47,Hillary Clinton
47,Conor Mcgregor
40,Barack Obama
40,Khabib Nurmagomedov
38,Mike Pompeo
37,Lisa Murkowski
37,Cory Booker
36,Clarence Thomas
36,Grace Meng
36,Mitch Mcconnell
34,Justice Brett Kavanaugh
30,Anita Hill
29,Lady Gaga
29,Chuck Schumer
28,Jeff Flake
28,Jair Bolsonaro
27,Pope Francis
26,Laquan Mcdonald
