mentions_count,name
456,Donald Trump
148,Michael Flynn
90,John Kerry
89,Barack Obama
80,Chris Hayes
79,Robert Mueller
79,Hillary Clinton
71,Penny Marshall
63,Cambridge Analytica
57,James Comey
57,Nancy Pelosi
51,Emmet Sullivan
46,Laverne Shirley
46,Tucker Carlson
42,Paul Ryan
41,Michael Cohen
40,Barbara Underwood
39,Sarah Huckabee Sanders
38,Vladimir Putin
37,Jared Kushner
37,Bill Clinton
36,Elon Musk
35,Sarah Sanders
34,Jerome Powell
33,Mike Pompeo
32,Elisha Fieldstadt
31,Maggie Fox
31,Grace Mugabe
