mentions_count,name
505,Donald Trump
246,Paul Ryan
176,Mark Zuckerberg
153,Robert Mueller
131,Michael Cohen
122,Mike Pompeo
116,Cambridge Analytica
113,Hillary Clinton
94,Barack Obama
81,James Comey
77,Scott Pruitt
71,Eric Greitens
51,Jeff Sessions
51,Kevin Mccarthy
49,Stormy Daniels
47,Bashar Assad
45,Jerry Brown
44,John Boehner
40,Mick Mulvaney
38,Larry Kudlow
38,Rex Tillerson
37,Yulia Skripal
36,Sarah Huckabee Sanders
36,Josh Hawley
35,Theresa May
34,Glen Mills
34,Steve Scalise
33,Tristan Thompson
