mentions_count,name
528,Donald Trump
125,Barack Obama
101,Vladimir Putin
95,Robert Mueller
84,Lindsey Graham
82,Paul Ryan
68,Hillary Clinton
64,Michael Flynn
51,Jeff Sessions
51,Nancy Pelosi
49,Jim Mattis
48,Cambridge Analytica
47,Mark Zuckerberg
46,Harvey Weinstein
43,Roger Stone
40,Maggie Fox
40,William Byrd
39,Sarah Sanders
38,James Comey
37,Bashar al-Assad
37,Elisha Fieldstadt
36,Marco Rubio
35,Michelle Obama
34,Jared Kushner
32,Mike Pompeo
32,Kirstjen Nielsen
31,Michael Cohen
30,Sarah Huckabee Sanders
