mentions_count,name
1144,Michael Cohen
922,Donald Trump
539,Paul Manafort
298,Stormy Daniels
269,Todd Kohlhepp
250,Mollie Tibbetts
212,Robert Mueller
198,Josh Shapiro
164,Lanny Davis
149,Hillary Clinton
149,Duncan Hunter
145,Larry Olmsted
142,Jeremy Dwyer-Lindgren
142,Karen Mcdougal
104,Travis Reinking
95,Ben Mutzabaugh
85,Brett Kavanaugh
82,Emmett Till
81,Rudy Giuliani
73,Barack Obama
72,Asia Argento
69,Stephanie Clifford
62,Bill Clinton
61,Rick Rahn
60,Aretha Franklin
57,Dan Macmedan
57,Margaret Hunter
55,Vladimir Putin
