mentions_count,name
757,Donald Trump
702,Vladimir Putin
601,Melania Trump
568,Lady Melania
244,Hillary Clinton
167,Robert Mueller
139,Papa John
139,Theresa May
131,Ivanka Trump
109,Barack Obama
101,Andrea Melendez
99,John Schnatter
97,Donald John Trumpsasse
88,Elon Musk
71,Baron Cohen
71,Kushner Cos
68,Peter Strzok
65,Adam Neal
62,Mario Tama
60,Sacha Baron Cohen
59,John McCain
59,Brett Kavanaugh
53,Jared Kushner
50,Dan Coats
49,Pablo Martinez Monsivais
47,Robert Swan Muellersasse
44,Robin Williams
42,Mike Pompeo
