mentions_count,name
459,Brett Kavanaugh
352,Donald Trump
320,Christine Blasey Ford
177,Deborah Ramirez
79,Jeff Sessions
75,Robert Mueller
72,Michael Avenatti
67,Bill Cosby
65,Blasey Ford
63,Dianne Feinstein
58,Chuck Grassley
58,Anita Hill
51,Ronan Farrow
48,Hillary Clinton
45,Mike Pompeo
45,Stormy Daniels
43,Andrea Constand
42,Barack Obama
42,Hassan Rouhani
39,Clarence Thomas
39,Jane Mayer
38,James Comey
35,Michelle Obama
35,Ibrahim Mohamed Solih
33,Ted Cruz
31,Nelson Mandela
30,Noel Francisco
29,Indian Ocean
