mentions_count,name
539,Donald Trump
280,Hillary Clinton
206,Barack Obama
154,Jamal Khashoggi
140,George Soros
138,Joe Biden
131,Megyn Kelly
105,Cesar Sayoc
94,Robert De Niro
93,John Brennan
89,Maxine Waters
78,Cory Booker
75,Matthew Shepard
72,Eric Holder
57,Brett Kavanaugh
54,Debbie Wasserman Schultz
51,Michael Avenatti
51,Andrew Gillum
50,Lou Reed
45,Kirstjen Nielsen
44,Nancy Pelosi
40,Jair Bolsonaro
40,Wasserman Schultz
40,Bill Clinton
38,Jeff Sessions
37,Cesar Sayoc Jr
35,Rick Scott
34,Bernie Sanders
