mentions_count,name
385,Donald Trump
211,Jamal Khashoggi
150,Hillary Clinton
148,Nancy Pelosi
128,Ivanka Trump
123,Rachel Maddow
105,Chris Hayes
89,Barack Obama
54,Robert Mueller
46,Freddie Mercury
45,Mia Love
45,Matthew Whitaker
44,Justice John Roberts
41,Kim Jong Yang
41,Mike Epps
41,Cindy Hyde-Smith
41,James Comey
40,Mark Zuckerberg
38,Mike Pompeo
38,Maggie Fox
38,Ben Mcadams
36,Ronald Reagan
35,Harry Potter
34,Michael Avenatti
33,Alexander Prokopchuk
31,Vladimir Putin
31,Tamara Oneal
30,Michelle Wolf
