mentions_count,name
9999,Donald Trump
9306,Brett Kavanaugh
5176,Christine Blasey Ford
2127,Barack Obama
2049,Hillary Clinton
1775,John McCain
1350,Robert Mueller
1331,Anita Hill
1211,Jeff Sessions
1137,Bob Woodward
1053,Chuck Grassley
1004,Dianne Feinstein
989,Elon Musk
982,Vladimir Putin
948,Mike Pompeo
933,Colin Kaepernick
911,Pope Francis
879,Paul Manafort
865,Blasey Ford
853,Jeff Flake
830,Deborah Ramirez
808,Lindsey Graham
765,Bill Clinton
754,Clarence Thomas
740,Ted Cruz
696,Bill Cosby
659,Michael Avenatti
647,Andrew Gillum
