mentions_count,name
776,Aretha Franklin
526,Donald Trump
304,Manigault Newman
200,Paul Manafort
161,John Brennan
127,Barack Obama
122,Josh Shapiro
96,Hillary Clinton
83,Omarosa Manigault Newman
78,Andrew Cuomo
75,Robert Deutsch
73,Chris Watts
71,Simone Biles
69,Robert Mueller
67,Omarosa Manigault
64,David Davis
60,Ryan Zinke
59,Shanann Watts
59,Trevor Hughes
54,Bill Clinton
52,Jesse Jackson
51,Brett Kavanaugh
51,Sarah Huckabee Sanders
49,David Kafer
47,Pope Francis
46,Jim Schultz
46,Mike Trout
45,Andrew West
